UniversityLabel,AlumnusLabel,EmployerLabel,BirthPlaceLabel,ULocationLabel,OccupationLabel,DateOfDeathLabel,DateOfBirthLabel,FoundationDateLabel,ELocationLabel
Lund University,Sverker Oredsson,Lund University,Gothenburg,Lund Municipality,historian,2018-04-26T00:00:00Z,1937-11-16T00:00:00Z,1666-12-19T00:00:00Z,Lund Municipality
Lund University,Anders Gustaf Dahlbom,Lund University,Sweden,Lund Municipality,university teacher,1859-05-03T00:00:00Z,1806-03-03T00:00:00Z,1666-12-19T00:00:00Z,Lund Municipality
Lund University,Anders Gustaf Dahlbom,Lund University,Sweden,Lund Municipality,entomologist,1859-05-03T00:00:00Z,1806-03-03T00:00:00Z,1666-12-19T00:00:00Z,Lund Municipality
Lund University,Áskell Löve,Université de Montréal,Reykjavík,Lund Municipality,botanist,1994-05-29T00:00:00Z,1916-10-20T00:00:00Z,1666-12-19T00:00:00Z,Montreal
Chalmers University of Technology,Emil Victor Langlet,Royal Institute of Technology,Borås,Gothenburg Municipality,architect,1898-03-10T00:00:00Z,1824-02-26T00:00:00Z,1829-01-01T00:00:00Z,Stockholm Municipality
Lund University,Carl Gustaf Thomson,Lund University,Malmö,Lund Municipality,university teacher,1899-09-20T00:00:00Z,1824-10-13T00:00:00Z,1666-12-19T00:00:00Z,Lund Municipality
Lund University,Carl Gustaf Thomson,Lund University,Malmö,Lund Municipality,entomologist,1899-09-20T00:00:00Z,1824-10-13T00:00:00Z,1666-12-19T00:00:00Z,Lund Municipality
Royal Institute of Technology,Gunnar Fant,Royal Institute of Technology,Nyköping,Stockholm Municipality,engineer,2009-06-06T00:00:00Z,1919-10-08T00:00:00Z,1827-01-01T00:00:00Z,Stockholm Municipality
Royal Institute of Technology,Gunnar Fant,Royal Institute of Technology,Nyköping,Stockholm Municipality,academic,2009-06-06T00:00:00Z,1919-10-08T00:00:00Z,1827-01-01T00:00:00Z,Stockholm Municipality
Royal Institute of Technology,Gunnar Fant,Royal Institute of Technology,Nyköping,Stockholm Municipality,linguist,2009-06-06T00:00:00Z,1919-10-08T00:00:00Z,1827-01-01T00:00:00Z,Stockholm Municipality
Karolinska Institute,Yngve Zotterman,Karolinska Institute,Vadstena,Solna Municipality,university teacher,1982-03-13T00:00:00Z,1898-09-20T00:00:00Z,1810-01-01T00:00:00Z,Solna Municipality
Karolinska Institute,Yngve Zotterman,Karolinska Institute,Vadstena,Solna Municipality,neuroscientist,1982-03-13T00:00:00Z,1898-09-20T00:00:00Z,1810-01-01T00:00:00Z,Solna Municipality
Lund University,Fredrik Adam Smitt,Stockholm University,Halmstad,Lund Municipality,zoologist,1904-02-19T00:00:00Z,1839-05-09T00:00:00Z,1666-12-19T00:00:00Z,Stockholm Municipality
Lund University,Fredrik Adam Smitt,Stockholm University,Halmstad,Lund Municipality,docent,1904-02-19T00:00:00Z,1839-05-09T00:00:00Z,1666-12-19T00:00:00Z,Stockholm Municipality
Lund University,Fredrik Adam Smitt,Stockholm University,Halmstad,Lund Municipality,ichthyologist,1904-02-19T00:00:00Z,1839-05-09T00:00:00Z,1666-12-19T00:00:00Z,Stockholm Municipality
Stockholm University,Brūno Kalniņš,Stockholm University,Tukums,Stockholm Municipality,military personnel,1990-05-26T00:00:00Z,1899-05-07T00:00:00Z,1878-01-01T00:00:00Z,Stockholm Municipality
Stockholm University,Brūno Kalniņš,Stockholm University,Tukums,Stockholm Municipality,politician,1990-05-26T00:00:00Z,1899-05-07T00:00:00Z,1878-01-01T00:00:00Z,Stockholm Municipality
Stockholm University,Brūno Kalniņš,Stockholm University,Tukums,Stockholm Municipality,historian,1990-05-26T00:00:00Z,1899-05-07T00:00:00Z,1878-01-01T00:00:00Z,Stockholm Municipality
Stockholm University,Brūno Kalniņš,University of Latvia,Tukums,Stockholm Municipality,military personnel,1990-05-26T00:00:00Z,1899-05-07T00:00:00Z,1878-01-01T00:00:00Z,Riga
Stockholm University,Brūno Kalniņš,University of Latvia,Tukums,Stockholm Municipality,politician,1990-05-26T00:00:00Z,1899-05-07T00:00:00Z,1878-01-01T00:00:00Z,Riga
Stockholm University,Brūno Kalniņš,University of Latvia,Tukums,Stockholm Municipality,historian,1990-05-26T00:00:00Z,1899-05-07T00:00:00Z,1878-01-01T00:00:00Z,Riga
Lund University,Einar Naumann,Lund University,Q10532589,Lund Municipality,biologist,1934-09-22T00:00:00Z,1891-08-13T00:00:00Z,1666-12-19T00:00:00Z,Lund Municipality
Lund University,Einar Naumann,Lund University,Q10532589,Lund Municipality,university teacher,1934-09-22T00:00:00Z,1891-08-13T00:00:00Z,1666-12-19T00:00:00Z,Lund Municipality
Swedish University of Agricultural Sciences,Dan H. Yaalon,Hebrew University of Jerusalem,Uherské Hradiště,Uppsala Municipality,scientist,2014-01-29T00:00:00Z,1924-05-11T00:00:00Z,1977-01-01T00:00:00Z,Jerusalem
Lund University,Einar Naumann,Lund University,Q10532589,Lund Municipality,limnologist,1934-09-22T00:00:00Z,1891-08-13T00:00:00Z,1666-12-19T00:00:00Z,Lund Municipality
Stockholm University,Carl Rudolf Florin,Stockholm University,Solna Municipality,Stockholm Municipality,botanist,1965-09-24T00:00:00Z,1894-04-05T00:00:00Z,1878-01-01T00:00:00Z,Stockholm Municipality
Karolinska Institute,Clarence Crafoord,Karolinska Institute,Hudiksvall,Solna Municipality,surgeon,1984-02-25T00:00:00Z,1899-05-28T00:00:00Z,1810-01-01T00:00:00Z,Solna Municipality
Karolinska Institute,Lars Leksell,Karolinska Institute,Sweden,Solna Municipality,physician,1986-01-12T00:00:00Z,1907-11-23T00:00:00Z,1810-01-01T00:00:00Z,Solna Municipality
Karolinska Institute,Lars Leksell,Karolinska Institute,Sweden,Solna Municipality,university teacher,1986-01-12T00:00:00Z,1907-11-23T00:00:00Z,1810-01-01T00:00:00Z,Solna Municipality
Karolinska Institute,Lars Leksell,Karolinska Institute,Sweden,Solna Municipality,neuroscientist,1986-01-12T00:00:00Z,1907-11-23T00:00:00Z,1810-01-01T00:00:00Z,Solna Municipality
Karolinska Institute,Lars Leksell,Karolinska Institute,Sweden,Solna Municipality,neurosurgeon,1986-01-12T00:00:00Z,1907-11-23T00:00:00Z,1810-01-01T00:00:00Z,Solna Municipality
Lund University,Rolf Dahlgren,University of Copenhagen,Copenhagen,Lund Municipality,university teacher,1987-02-14T00:00:00Z,1932-07-07T00:00:00Z,1666-12-19T00:00:00Z,Copenhagen Municipality
Lund University,Rolf Dahlgren,University of Copenhagen,Copenhagen,Lund Municipality,botanist,1987-02-14T00:00:00Z,1932-07-07T00:00:00Z,1666-12-19T00:00:00Z,Copenhagen Municipality
Stockholm University,Gustaf Arrhenius,University of California,Stockholm,Stockholm Municipality,oceanographer,2019-02-03T00:00:00Z,1922-01-01T00:00:00Z,1878-01-01T00:00:00Z,Oakland
Stockholm University,Gustaf Arrhenius,University of California,Stockholm,Stockholm Municipality,ecologist,2019-02-03T00:00:00Z,1922-01-01T00:00:00Z,1878-01-01T00:00:00Z,Oakland
Stockholm University,Gustaf Arrhenius,University of California,Stockholm,Stockholm Municipality,biogeochemist,2019-02-03T00:00:00Z,1922-01-01T00:00:00Z,1878-01-01T00:00:00Z,Oakland
Lund University,Åke Gustafsson,Lund University,Stockholm,Lund Municipality,poet,1988-11-14T00:00:00Z,1908-04-08T00:00:00Z,1666-12-19T00:00:00Z,Lund Municipality
Lund University,Åke Gustafsson,Lund University,Stockholm,Lund Municipality,university teacher,1988-11-14T00:00:00Z,1908-04-08T00:00:00Z,1666-12-19T00:00:00Z,Lund Municipality
Lund University,Åke Gustafsson,Lund University,Stockholm,Lund Municipality,botanist,1988-11-14T00:00:00Z,1908-04-08T00:00:00Z,1666-12-19T00:00:00Z,Lund Municipality
Lund University,Åke Gustafsson,Lund University,Stockholm,Lund Municipality,geneticist,1988-11-14T00:00:00Z,1908-04-08T00:00:00Z,1666-12-19T00:00:00Z,Lund Municipality
University of Gothenburg,Erik Lönnroth,University of Gothenburg,Gothenburg,Gothenburg Municipality,historian,2002-03-10T00:00:00Z,1910-08-01T00:00:00Z,1954-07-01T00:00:00Z,Gothenburg Municipality
Stockholm University,Henry Henne,Cornell University,Bergen,Stockholm Municipality,translator,2002-06-29T00:00:00Z,1918-10-21T00:00:00Z,1878-01-01T00:00:00Z,Ithaca
Stockholm University,Henry Henne,Cornell University,Bergen,Stockholm Municipality,philologist,2002-06-29T00:00:00Z,1918-10-21T00:00:00Z,1878-01-01T00:00:00Z,Ithaca
Stockholm University,Henry Henne,Cornell University,Bergen,Stockholm Municipality,linguist,2002-06-29T00:00:00Z,1918-10-21T00:00:00Z,1878-01-01T00:00:00Z,Ithaca
Stockholm University,Henry Henne,University of Oslo,Bergen,Stockholm Municipality,translator,2002-06-29T00:00:00Z,1918-10-21T00:00:00Z,1878-01-01T00:00:00Z,Oslo
Stockholm University,Henry Henne,University of Oslo,Bergen,Stockholm Municipality,philologist,2002-06-29T00:00:00Z,1918-10-21T00:00:00Z,1878-01-01T00:00:00Z,Oslo
Stockholm University,Henry Henne,University of Oslo,Bergen,Stockholm Municipality,linguist,2002-06-29T00:00:00Z,1918-10-21T00:00:00Z,1878-01-01T00:00:00Z,Oslo
Stockholm University,Henry Henne,International Christian University,Bergen,Stockholm Municipality,translator,2002-06-29T00:00:00Z,1918-10-21T00:00:00Z,1878-01-01T00:00:00Z,Mitaka
Stockholm University,Henry Henne,International Christian University,Bergen,Stockholm Municipality,philologist,2002-06-29T00:00:00Z,1918-10-21T00:00:00Z,1878-01-01T00:00:00Z,Mitaka
Stockholm University,Henry Henne,International Christian University,Bergen,Stockholm Municipality,linguist,2002-06-29T00:00:00Z,1918-10-21T00:00:00Z,1878-01-01T00:00:00Z,Mitaka
Stockholm University,Ulf Grenander,Brown University,Västervik,Stockholm Municipality,mathematician,2016-05-12T00:00:00Z,1923-07-23T00:00:00Z,1878-01-01T00:00:00Z,Providence
Stockholm University,Ulf Grenander,Brown University,Västervik,Stockholm Municipality,university teacher,2016-05-12T00:00:00Z,1923-07-23T00:00:00Z,1878-01-01T00:00:00Z,Providence
Stockholm University,Ulf Grenander,Brown University,Västervik,Stockholm Municipality,statistician,2016-05-12T00:00:00Z,1923-07-23T00:00:00Z,1878-01-01T00:00:00Z,Providence
Karolinska Institute,Carl Albert Lindström,Karolinska Institute,Härnösands domkyrkoförsamling,Solna Municipality,anatomist,1910-12-03T00:00:00Z,1853-12-19T00:00:00Z,1810-01-01T00:00:00Z,Solna Municipality
Lund University,Christian Lovén,Karolinska Institute,Klara Parish,Lund Municipality,politician,1904-06-25T00:00:00Z,1835-03-12T00:00:00Z,1666-12-19T00:00:00Z,Solna Municipality
Lund University,Christian Lovén,Karolinska Institute,Klara Parish,Lund Municipality,physiologist,1904-06-25T00:00:00Z,1835-03-12T00:00:00Z,1666-12-19T00:00:00Z,Solna Municipality
Lund University,Christian Lovén,Karolinska Institute,Klara Parish,Lund Municipality,anatomist,1904-06-25T00:00:00Z,1835-03-12T00:00:00Z,1666-12-19T00:00:00Z,Solna Municipality
Karolinska Institute,Christian Lovén,Karolinska Institute,Klara Parish,Solna Municipality,politician,1904-06-25T00:00:00Z,1835-03-12T00:00:00Z,1810-01-01T00:00:00Z,Solna Municipality
Karolinska Institute,Christian Lovén,Karolinska Institute,Klara Parish,Solna Municipality,physiologist,1904-06-25T00:00:00Z,1835-03-12T00:00:00Z,1810-01-01T00:00:00Z,Solna Municipality
Karolinska Institute,Christian Lovén,Karolinska Institute,Klara Parish,Solna Municipality,anatomist,1904-06-25T00:00:00Z,1835-03-12T00:00:00Z,1810-01-01T00:00:00Z,Solna Municipality
Lund University,Johan Martin Lovén,Lund University,Q10726258,Lund Municipality,chemist,1920-06-05T00:00:00Z,1856-08-01T00:00:00Z,1666-12-19T00:00:00Z,Lund Municipality
Lund University,Johan Martin Lovén,Chalmers University of Technology,Q10726258,Lund Municipality,chemist,1920-06-05T00:00:00Z,1856-08-01T00:00:00Z,1666-12-19T00:00:00Z,Gothenburg Municipality
Stockholm University,Rolf Luft,Karolinska Institute,Södermalm,Stockholm Municipality,physician,2007-05-22T00:00:00Z,1914-06-29T00:00:00Z,1878-01-01T00:00:00Z,Solna Municipality
Lund University,Johan Lundblad,Lund University,Q10708180,Lund Municipality,priest,1820-06-20T00:00:00Z,1753-03-01T00:00:00Z,1666-12-19T00:00:00Z,Lund Municipality
Lund University,Johan Lundblad,Lund University,Q10708180,Lund Municipality,historian,1820-06-20T00:00:00Z,1753-03-01T00:00:00Z,1666-12-19T00:00:00Z,Lund Municipality
Lund University,Johan Lundblad,Lund University,Q10708180,Lund Municipality,classical philologist,1820-06-20T00:00:00Z,1753-03-01T00:00:00Z,1666-12-19T00:00:00Z,Lund Municipality
Lund University,Johan Lundblad,Lund University,Q10708180,Lund Municipality,Q46711860,1820-06-20T00:00:00Z,1753-03-01T00:00:00Z,1666-12-19T00:00:00Z,Lund Municipality
Lund University,Q5966525,Lund University,Malmö,Lund Municipality,geologist,1897-01-07T00:00:00Z,1843-02-19T00:00:00Z,1666-12-19T00:00:00Z,Lund Municipality
Lund University,Q5966525,Lund University,Malmö,Lund Municipality,paleontologist,1897-01-07T00:00:00Z,1843-02-19T00:00:00Z,1666-12-19T00:00:00Z,Lund Municipality
University of Gothenburg,Johan Lybeck,University of Gothenburg,Bromma Parish,Gothenburg Municipality,economist,2017-09-22T00:00:00Z,1944-01-01T00:00:00Z,1954-07-01T00:00:00Z,Gothenburg Municipality
Lund University,Robert Malmgren,Lund University,Q10708421,Lund Municipality,jurist,1947-09-16T00:00:00Z,1875-06-18T00:00:00Z,1666-12-19T00:00:00Z,Lund Municipality
Lund University,Robert Malmgren,Lund University,Q10708421,Lund Municipality,university teacher,1947-09-16T00:00:00Z,1875-06-18T00:00:00Z,1666-12-19T00:00:00Z,Lund Municipality
Lund University,Robert Malmgren,Lund University,Q10708421,Lund Municipality,Q51228702,1947-09-16T00:00:00Z,1875-06-18T00:00:00Z,1666-12-19T00:00:00Z,Lund Municipality
Lund University,Robert Malmgren,Lund University,Q10708421,Lund Municipality,Q51845253,1947-09-16T00:00:00Z,1875-06-18T00:00:00Z,1666-12-19T00:00:00Z,Lund Municipality
Royal Institute of Technology,Tore Lindmark,Royal Institute of Technology,Q10670076,Stockholm Municipality,mechanical engineer,1956-11-10T00:00:00Z,1872-10-26T00:00:00Z,1827-01-01T00:00:00Z,Stockholm Municipality
Royal Institute of Technology,Tore Lindmark,Royal Institute of Technology,Q10670076,Stockholm Municipality,Q47463578,1956-11-10T00:00:00Z,1872-10-26T00:00:00Z,1827-01-01T00:00:00Z,Stockholm Municipality
Royal Institute of Technology,Ian Wachtmeister,Royal Institute of Technology,Södermanland County,Stockholm Municipality,writer,2017-11-11T00:00:00Z,1932-12-24T00:00:00Z,1827-01-01T00:00:00Z,Stockholm Municipality
Royal Institute of Technology,Ian Wachtmeister,Royal Institute of Technology,Södermanland County,Stockholm Municipality,engineer,2017-11-11T00:00:00Z,1932-12-24T00:00:00Z,1827-01-01T00:00:00Z,Stockholm Municipality
Royal Institute of Technology,Ian Wachtmeister,Royal Institute of Technology,Södermanland County,Stockholm Municipality,politician,2017-11-11T00:00:00Z,1932-12-24T00:00:00Z,1827-01-01T00:00:00Z,Stockholm Municipality
Lund University,Gunnar Kulldorff,Umeå University,Malmö,Lund Municipality,statistician,2015-06-25T00:00:00Z,1927-12-06T00:00:00Z,1666-12-19T00:00:00Z,Umeå Municipality
Lund University,Gertrud Dahlgren,Lund University,Klippan,Lund Municipality,technical writer,2009-01-01T00:00:00Z,1931-01-01T00:00:00Z,1666-12-19T00:00:00Z,Lund Municipality
Lund University,Gertrud Dahlgren,Lund University,Klippan,Lund Municipality,taxonomist,2009-01-01T00:00:00Z,1931-01-01T00:00:00Z,1666-12-19T00:00:00Z,Lund Municipality
Lund University,Gertrud Dahlgren,Lund University,Klippan,Lund Municipality,botanist,2009-01-01T00:00:00Z,1931-01-01T00:00:00Z,1666-12-19T00:00:00Z,Lund Municipality
Lund University,Leoš Klimeš,Institute of Botany of the Czech Academy of Sciences,Hradec Králové,Lund Municipality,botanist,2007-08-01T00:00:00Z,1960-08-30T00:00:00Z,1666-12-19T00:00:00Z,Průhonice
Stockholm University,Evert Norlin,Royal Institute of Technology,Q10543859,Stockholm Municipality,chemical engineer,1957-07-29T00:00:00Z,1880-05-22T00:00:00Z,1878-01-01T00:00:00Z,Stockholm Municipality
Chalmers University of Technology,Anders Svennerud,Chalmers University of Technology,Växjö,Gothenburg Municipality,academic,1998-11-04T00:00:00Z,1917-04-05T00:00:00Z,1829-01-01T00:00:00Z,Gothenburg Municipality
Stockholm University,Ragnar Nilsson,Stockholm University,Q10667817,Stockholm Municipality,chemist,1981-08-21T00:00:00Z,1903-04-04T00:00:00Z,1878-01-01T00:00:00Z,Stockholm Municipality
Stockholm University,Ragnar Nilsson,Stockholm University,Q10667817,Stockholm Municipality,microbiologist,1981-08-21T00:00:00Z,1903-04-04T00:00:00Z,1878-01-01T00:00:00Z,Stockholm Municipality
Lund University,Nils Tycho Norlindh,Lund University,Glimåkra,Lund Municipality,botanist,1995-01-01T00:00:00Z,1906-05-13T00:00:00Z,1666-12-19T00:00:00Z,Lund Municipality
University of Gothenburg,Ragnar Norrby,Lund University,Gothenburg,Gothenburg Municipality,physician,2014-06-17T00:00:00Z,1943-01-01T00:00:00Z,1954-07-01T00:00:00Z,Lund Municipality
University of Gothenburg,Ragnar Norrby,Lund University,Gothenburg,Gothenburg Municipality,professor,2014-06-17T00:00:00Z,1943-01-01T00:00:00Z,1954-07-01T00:00:00Z,Lund Municipality
University of Gothenburg,Ragnar Norrby,Umeå University,Gothenburg,Gothenburg Municipality,physician,2014-06-17T00:00:00Z,1943-01-01T00:00:00Z,1954-07-01T00:00:00Z,Umeå Municipality
University of Gothenburg,Ragnar Norrby,Umeå University,Gothenburg,Gothenburg Municipality,professor,2014-06-17T00:00:00Z,1943-01-01T00:00:00Z,1954-07-01T00:00:00Z,Umeå Municipality
Stockholm University,Åke Pleijel,Lund University,Stockholm,Stockholm Municipality,mathematician,1989-09-24T00:00:00Z,1913-08-10T00:00:00Z,1878-01-01T00:00:00Z,Lund Municipality
Stockholm University,Åke Pleijel,Lund University,Stockholm,Stockholm Municipality,university teacher,1989-09-24T00:00:00Z,1913-08-10T00:00:00Z,1878-01-01T00:00:00Z,Lund Municipality
Stockholm University,Åke Pleijel,Royal Institute of Technology,Stockholm,Stockholm Municipality,mathematician,1989-09-24T00:00:00Z,1913-08-10T00:00:00Z,1878-01-01T00:00:00Z,Stockholm Municipality
Stockholm University,Åke Pleijel,Royal Institute of Technology,Stockholm,Stockholm Municipality,university teacher,1989-09-24T00:00:00Z,1913-08-10T00:00:00Z,1878-01-01T00:00:00Z,Stockholm Municipality
Lund University,Gad Rausing,Lund University,Brommat,Lund Municipality,archaeologist,2000-01-28T00:00:00Z,1922-05-19T00:00:00Z,1666-12-19T00:00:00Z,Lund Municipality
Lund University,Gad Rausing,Lund University,Brommat,Lund Municipality,mind gamer,2000-01-28T00:00:00Z,1922-05-19T00:00:00Z,1666-12-19T00:00:00Z,Lund Municipality
Lund University,Gerhard Regnéll,Lund University,Lund,Lund Municipality,geologist,2002-01-01T00:00:00Z,1915-06-11T00:00:00Z,1666-12-19T00:00:00Z,Lund Municipality
Stockholm University,Björn Roos,Lund University,Malmö,Stockholm Municipality,chemist,2010-02-22T00:00:00Z,1937-06-28T00:00:00Z,1878-01-01T00:00:00Z,Lund Municipality
Uppsala University,Peter Forsskål,,,,,,,,
Uppsala University,Carl Peter Thunberg,,,,,,,,
Uppsala University,Daniel Solander,,,,,,,,
Uppsala University,Axel Munthe,,,,,,,,
Stockholm University,Tomas Tranströmer,,,,,,,,
Uppsala University,Carl XVI Gustaf of Sweden,,,,,,,,
Uppsala University,Hans Hildebrand,,,,,,,,
Uppsala University,Carl David af Wirsén,,,,,,,,
Uppsala University,Gustaf VI Adolf of Sweden,,,,,,,,
Uppsala University,Gustaf V of Sweden,,,,,,,,
Uppsala University,Oscar I of Sweden,,,,,,,,
Uppsala University,Oscar II of Sweden,,,,,,,,
Uppsala University,Charles XV of Sweden,,,,,,,,
Uppsala University,Charles XII of Sweden,,,,,,,,
Uppsala University,Charles X Gustav of Sweden,,,,,,,,
Uppsala University,Gustav I of Sweden,,,,,,,,
Uppsala University,Louis Gerhard De Geer,,,,,,,,
Uppsala University,Robert Themptander,,,,,,,,
Uppsala University,Carl Johan Thyselius,,,,,,,,
Uppsala University,Gustaf Åkerhielm,,,,,,,,
Uppsala University,Erik Gustaf Boström,,,,,,,,
Uppsala University,Johan Ramstedt,,,,,,,,
Uppsala University,Karl Staaff,,,,,,,,
Uppsala University,Hjalmar Hammarskjöld,,,,,,,,
Uppsala University,Carl Swartz,,,,,,,,
Uppsala University,Nils Edén,,,,,,,,
Uppsala University,Hjalmar Branting,,,,,,,,
Uppsala University,Gerhard Louis De Geer,,,,,,,,
Uppsala University,Oscar von Sydow,,,,,,,,
Uppsala University,Ernst Trygger,,,,,,,,
Uppsala University,Rickard Sandler,,,,,,,,
Lund University,Arvid Posse,,,,,,,,
Stockholm University,Carl Bildt,,,,,,,,
Stockholm University,Fredrik Reinfeldt,,,,,,,,
Lund University,Tage Erlander,,,,,,,,
Lund University,Ingvar Carlsson,,,,,,,,
Stockholm University,Olof Palme,,,,,,,,
Uppsala University,Hannes Alfvén,,,,,,,,
Lund University,Utoni Nujoma,,,,,,,,
Uppsala University,August Ludwig von Schlözer,,,,,,,,
Mid Sweden University,Emma Wikén,,,,,,,,
Örebro University,Göran Persson,,,,,,,,
Uppsala University,Carl Wilhelm Scheele,,,,,,,,
Uppsala University,Johann Gottlieb Georgi,,,,,,,,
Uppsala University,Svante August Arrhenius,,,,,,,,
Uppsala University,Anders Celsius,,,,,,,,
Uppsala University,Niklas Zennström,,,,,,,,
Uppsala University,Johan Håstad,,,,,,,,
Uppsala University,Pär Lagerkvist,,,,,,,,
Stockholm University,Johan Håstad,,,,,,,,
Lund University,Erwin Leiser,,,,,,,,
Chalmers University of Technology,Ivar Jacobson,,,,,,,,
Royal Institute of Technology,Ivar Jacobson,,,,,,,,
Uppsala University,Gustaf af Wetterstedt,,,,,,,,
Stockholm University,Vilgot Sjöman,,,,,,,,
Uppsala University,Stefan Meierhans,,,,,,,,
Lund University,Eva Brunne,,,,,,,,
Lund University,Jonas Hafström,,,,,,,,
Uppsala University,Erik Axel Karlfeldt,,,,,,,,
Stockholm University,Paul Jozef Crutzen,,,,,,,,
Royal Institute of Technology,Arno Berg,,,,,,,,
Uppsala University,Jöns Jacob Berzelius,,,,,,,,
Uppsala University,Alva Myrdal,,,,,,,,
Stockholm University,George Papandreou,,,,,,,,
Stockholm University,Alva Myrdal,,,,,,,,
Uppsala University,Sven Hedin,,,,,,,,
Stockholm University,Sven Hedin,,,,,,,,
Uppsala University,Princess Victoria of Sweden,,,,,,,,
Uppsala University,Nathan Söderblom,,,,,,,,
Uppsala University,Johann Christian Daniel von Schreber,,,,,,,,
Chalmers University of Technology,Cyrillus Johansson,,,,,,,,
Uppsala University,Bernhard Karlgren,,,,,,,,
Uppsala University,Svante Pääbo,,,,,,,,
Uppsala University,Ivar Otto Bendixson,,,,,,,,
Uppsala University,Per Jacobsson,,,,,,,,
Uppsala University,Carl Linnaeus the Younger,,,,,,,,
Uppsala University,Vagn Walfrid Ekman,,,,,,,,
Lund University,Björn Ulvaeus,,,,,,,,
Chalmers University of Technology,Gustaf Dalén,,,,,,,,
Uppsala University,Anders Borg,,,,,,,,
Stockholm University,Anders Borg,,,,,,,,
Uppsala University,Emmanuel Swedenborg,,,,,,,,
Uppsala University,Theodor Svedberg,,,,,,,,
Uppsala University,Anders Jonas Ångström,,,,,,,,
Uppsala University,Allvar Gullstrand,,,,,,,,
Uppsala University,Kai Siegbahn,,,,,,,,
Lund University,Jesper Svenbro,,,,,,,,
Mid Sweden University,André Myhrer,,,,,,,,
Uppsala University,Torbern Bergman,,,,,,,,
University of Gothenburg,Zeth Höglund,,,,,,,,
Royal Institute of Technology,Dolph Lundgren,,,,,,,,
Uppsala University,Anna Lindh,,,,,,,,
Uppsala University,Bengt Edlén,,,,,,,,
Stockholm University,"Princess Madeleine, Duchess of Hälsingland and Gästrikland",,,,,,,,
Uppsala University,Johann Beckmann,,,,,,,,
Uppsala University,Carl Curman,,,,,,,,
Lund University,Rupiah Banda,,,,,,,,
Karolinska Institute,Carl Curman,,,,,,,,
Umeå University,Daniel Rickardsson,,,,,,,,
Uppsala University,Arne Tiselius,,,,,,,,
Örebro University,Stefan Borsch,,,,,,,,
Stockholm University,Maria Gripe,,,,,,,,
Lund University,Amelia Andersdotter,,,,,,,,
Karolinska Institute,Rebecka Liljeberg,,,,,,,,
University of Gothenburg,Camilla Läckberg,,,,,,,,
Uppsala University,Karin Boye,,,,,,,,
Uppsala University,Kerstin Ekman,,,,,,,,
University of Gothenburg,Cecilia Malmström,,,,,,,,
Uppsala University,Anette Norberg,,,,,,,,
Uppsala University,Nyamko Sabuni,,,,,,,,
Stockholm University,Isabella Lövin,,,,,,,,
Uppsala University,Urban Hjärne,,,,,,,,
Uppsala University,Gunno Dahlstierna,,,,,,,,
Uppsala University,Samuel Columbus,,,,,,,,
Uppsala University,Lars Wivallius,,,,,,,,
Karolinska Institute,Erik Wallenberg,,,,,,,,
Uppsala University,Magnus Alkarp,,,,,,,,
Stockholm University,Sara Bergmark Elfgren,,,,,,,,
Stockholm University,Gösta Bohman,,,,,,,,
Uppsala University,Åsa Larsson,,,,,,,,
Uppsala University,Karl August Nicander,,,,,,,,
Uppsala University,Ingemar Hedenius,,,,,,,,
Stockholm University,Pontus Hultén,,,,,,,,
University of Gothenburg,Lotta Lotass,,,,,,,,
Uppsala University,Åke Bonnier,,,,,,,,
Lund University,Erika Lust,,,,,,,,
Stockholm University,Åsa Romson,,,,,,,,
Karolinska Institute,Torsten Wiesel,,,,,,,,
Lund University,Sofia Helin,,,,,,,,
Örebro University,Anna Bergendahl,,,,,,,,
Stockholm University,Dagmar Lange,,,,,,,,
Stockholm University,Ella Lemhagen,,,,,,,,
University of Gothenburg,Åsa Westlund,,,,,,,,
Örebro University,Sven-Göran Eriksson,,,,,,,,
Stockholm University,Cecilia Lindqvist,,,,,,,,
Umeå University,Hanna Ljungberg,,,,,,,,
Uppsala University,Sara Lidman,,,,,,,,
Mid Sweden University,Charlotte Kalla,,,,,,,,
Uppsala University,Laila Freivalds,,,,,,,,
Mid Sweden University,Anna Haag,,,,,,,,
Uppsala University,Bárbara Dührkop Dührkop,,,,,,,,
Mid Sweden University,Helena Ekholm,,,,,,,,
Lund University,Hjalmar Gullberg,,,,,,,,
Lund University,Bengt I. Samuelsson,,,,,,,,
Karolinska Institute,Bengt I. Samuelsson,,,,,,,,
Stockholm University,Bengt I. Samuelsson,,,,,,,,
Uppsala University,Hans Blix,,,,,,,,
Uppsala University,Beatrice Ask,,,,,,,,
Uppsala University,Östen Bergstrand,,,,,,,,
Uppsala University,Östen Undén,,,,,,,,
Stockholm University,Hans Blix,,,,,,,,
Lund University,Örjan Wikander,,,,,,,,
Stockholm University,Lena Adelsohn Liljeroth,,,,,,,,
Lund University,Östen Undén,,,,,,,,
Mid Sweden University,Gina Dirawi,,,,,,,,
Royal Institute of Technology,Georg Theodor Chiewitz,,,,,,,,
Stockholm University,Öyvind Fahlström,,,,,,,,
Uppsala University,Per Olov Enquist,,,,,,,,
Uppsala University,Oscar Montelius,,,,,,,,
Uppsala University,Carl Michael Bellman,,,,,,,,
Uppsala University,Johan Gadolin,,,,,,,,
Uppsala University,Herbert Blomstedt,,,,,,,,
Uppsala University,Johan August Arfwedson,,,,,,,,
Uppsala University,Helge von Koch,,,,,,,,
